pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def
n,syndicate.n.2,syndicate.n.3,consortium.n.1,,an association of companies for some definite purpose,an association of companies for some definite purpose,a news agency that sells features or articles or photographs etc. to newspapers for simultaneous publication,an association of companies for some definite purpose
n,deterioration.n.1,deterioration.n.2,deterioration.n.1,deterioration.n.2,a symptom of reduced quality or strength,a symptom of reduced quality or strength,process of changing to an inferior state,process of changing to an inferior state
n,agent.n.5,agent.n.6,agent.n.5,,any agent or representative of a federal agency or bureau,any agent or representative of a federal agency or bureau,the semantic role of the animate entity that instigates or causes the happening denoted by the verb in the clause,process of changing to an inferior state
n,agent.n.5,agent.n.1,agent.n.5,agent.n.1,any agent or representative of a federal agency or bureau,any agent or representative of a federal agency or bureau,an active and efficient cause; capable of producing a certain effect,an active and efficient cause; capable of producing a certain effect
n,agent.n.5,agent.n.2,agent.n.5,agent.n.3,any agent or representative of a federal agency or bureau,any agent or representative of a federal agency or bureau,a substance that exerts some force or effect,a substance that exerts some force or effect
n,agent.n.5,agent.n.3,agent.n.5,agent.n.2,any agent or representative of a federal agency or bureau,any agent or representative of a federal agency or bureau,a representative who acts on behalf of other persons or organizations,acts on behalf of other persons or organizations
n,agent.n.5,agent.n.4,agent.n.5,agent.n.4,any agent or representative of a federal agency or bureau,any agent or representative of a federal agency or bureau,a businessman who buys or sells for another in exchange for a commission,a businessman who buys or sells for another in exchange for a commission
n,agent.n.6,agent.n.1,,agent.n.1,the semantic role of the animate entity that instigates or causes the happening denoted by the verb in the clause,any agent or representative of a federal agency or bureau,an active and efficient cause; capable of producing a certain effect,an active and efficient cause; capable of producing a certain effect
n,agent.n.6,agent.n.2,,agent.n.3,the semantic role of the animate entity that instigates or causes the happening denoted by the verb in the clause,any agent or representative of a federal agency or bureau,a substance that exerts some force or effect,a substance that exerts some force or effect
n,agent.n.6,agent.n.3,,agent.n.2,the semantic role of the animate entity that instigates or causes the happening denoted by the verb in the clause,any agent or representative of a federal agency or bureau,a representative who acts on behalf of other persons or organizations,acts on behalf of other persons or organizations
n,agent.n.6,agent.n.4,,agent.n.4,the semantic role of the animate entity that instigates or causes the happening denoted by the verb in the clause,any agent or representative of a federal agency or bureau,a businessman who buys or sells for another in exchange for a commission,a businessman who buys or sells for another in exchange for a commission
n,agent.n.1,agent.n.2,agent.n.1,agent.n.3,an active and efficient cause; capable of producing a certain effect,an active and efficient cause; capable of producing a certain effect,a substance that exerts some force or effect,a substance that exerts some force or effect
n,agent.n.1,agent.n.3,agent.n.1,agent.n.2,an active and efficient cause; capable of producing a certain effect,an active and efficient cause; capable of producing a certain effect,a representative who acts on behalf of other persons or organizations,acts on behalf of other persons or organizations
n,agent.n.1,agent.n.4,agent.n.1,agent.n.4,an active and efficient cause; capable of producing a certain effect,an active and efficient cause; capable of producing a certain effect,a businessman who buys or sells for another in exchange for a commission,a businessman who buys or sells for another in exchange for a commission
n,agent.n.2,agent.n.3,agent.n.3,agent.n.2,a substance that exerts some force or effect,a substance that exerts some force or effect,a representative who acts on behalf of other persons or organizations,acts on behalf of other persons or organizations
n,agent.n.2,agent.n.4,agent.n.3,agent.n.4,a substance that exerts some force or effect,a substance that exerts some force or effect,a businessman who buys or sells for another in exchange for a commission,a businessman who buys or sells for another in exchange for a commission
n,agent.n.3,agent.n.4,agent.n.2,agent.n.4,a representative who acts on behalf of other persons or organizations,acts on behalf of other persons or organizations,a businessman who buys or sells for another in exchange for a commission,a businessman who buys or sells for another in exchange for a commission
n,obstruction.n.2,obstruction.n.4,,obstruction.n.3,the state or condition of being obstructed,acts on behalf of other persons or organizations,the act of obstructing,the act of obstructing
n,obstruction.n.2,obstruction.n.5,,obstruction.n.4,the state or condition of being obstructed,acts on behalf of other persons or organizations,getting in someone's way,getting in someone's way
n,obstruction.n.4,obstruction.n.5,obstruction.n.3,obstruction.n.4,the act of obstructing,the act of obstructing,getting in someone's way,getting in someone's way
n,image.n.4,image.n.1,prototype.n.1,image.n.1,a standard or typical example,a standard or typical example,an iconic mental representation,an iconic mental representation
n,image.n.4,image.n.5,prototype.n.1,trope.n.1,a standard or typical example,a standard or typical example,language used in a figurative or nonliteral sense,language used in a figurative or nonliteral sense
n,image.n.4,image.n.2,prototype.n.1,picture.n.1,a standard or typical example,a standard or typical example,a visual representation (of an object or scene or person or abstraction) produced on a surface,a visual representation of an object or scene or person produced on a surface
n,image.n.4,image.n.8,prototype.n.1,effigy.n.1,a standard or typical example,a standard or typical example,a representation of a person (especially in the form of sculpture),a likeness of a person (especially in the form of sculpture)
n,image.n.4,image.n.3,prototype.n.1,persona.n.2,a standard or typical example,a standard or typical example,(Jungian psychology) a personal facade that one presents to the world,(Jungian psychology) a personal facade one presents to the world
n,image.n.4,image.n.7,prototype.n.1,,a standard or typical example,a standard or typical example,the general impression that something (a person or organization or product) presents to the public,(Jungian psychology) a personal facade one presents to the world
n,image.n.1,image.n.5,image.n.1,trope.n.1,an iconic mental representation,an iconic mental representation,language used in a figurative or nonliteral sense,language used in a figurative or nonliteral sense
n,image.n.1,image.n.2,image.n.1,picture.n.1,an iconic mental representation,an iconic mental representation,a visual representation (of an object or scene or person or abstraction) produced on a surface,a visual representation of an object or scene or person produced on a surface
n,image.n.1,image.n.8,image.n.1,effigy.n.1,an iconic mental representation,an iconic mental representation,a representation of a person (especially in the form of sculpture),a likeness of a person (especially in the form of sculpture)
n,image.n.1,image.n.3,image.n.1,persona.n.2,an iconic mental representation,an iconic mental representation,(Jungian psychology) a personal facade that one presents to the world,(Jungian psychology) a personal facade one presents to the world
n,image.n.1,image.n.7,image.n.1,,an iconic mental representation,an iconic mental representation,the general impression that something (a person or organization or product) presents to the public,(Jungian psychology) a personal facade one presents to the world
