Pos,sense1_key17,sense1_wn17,sense2_wn17,sense2_key17,sense1_wn21,sense2_wn21,offset1_wn21,offset2_wn21,sense1_wn17_def,sense1_wn21_def,sense2_wn17_def,sense2_wn21_def,Merge,selse2
v,turn%2:38:02::,turn.v.04,turn.v.19,turn%2:40:13::,turn#v#04,turn#v#19,02071309-v,02191373-v,,cause to move around or rotate,,get by buying and selling,not-merged,turn#v#04-turn#v#19
v,turn%2:38:02::,turn.v.04,turn.v.23,turn%2:35:10::,turn#v#04,turn#v#23,02071309-v,01213832-v,,cause to move around or rotate,,alter the functioning or setting of,not-merged,turn#v#04-turn#v#23
v,turn%2:38:02::,turn.v.04,turn.v.26,turn%2:30:14::,turn#v#04,turn#v#26,02071309-v,00245038-v,,cause to move around or rotate,,become officially one year older,not-merged,turn#v#04-turn#v#26
v,turn%2:38:00::,turn.v.01,turn.v.08,turn%2:38:04::,turn#v#01,turn#v#08,01889339-v,02077440-v,,"change orientation or direction, also in the abstract sense",,move around an axis or a center,merged,turn#v#01-turn#v#08
v,turn%2:38:00::,turn.v.01,turn.v.20,turn%2:38:13::,turn#v#01,turn#v#20,01889339-v,02071760-v,,"change orientation or direction, also in the abstract sense",,cause to move along an axis or into a new direction,merged,turn#v#01-turn#v#20
v,turn%2:38:00::,turn.v.01,turn.v.05,turn%2:30:03::,turn#v#01,turn#v#05,01889339-v,00123553-v,,"change orientation or direction, also in the abstract sense",,"pass into a condition gradually, take on a specific property or attribute; become",not-merged,turn#v#01-turn#v#05
v,turn%2:38:00::,turn.v.01,turn.v.12,turn%2:30:09::,turn#v#01,turn#v#12,01889339-v,00279119-v,,"change orientation or direction, also in the abstract sense",,change color,not-merged,turn#v#01-turn#v#12
v,turn%2:38:00::,turn.v.01,turn.v.13,turn%2:42:13::,turn#v#01,turn#v#13,01889339-v,02601586-v,,"change orientation or direction, also in the abstract sense",,cause to change or turn into something different;assume new characteristics,not-merged,turn#v#01-turn#v#13
v,turn%2:38:00::,turn.v.01,turn.v.18,turn%2:41:10::,turn#v#01,turn#v#18,01889339-v,02538112-v,,"change orientation or direction, also in the abstract sense",,accomplish by rotating,not-merged,turn#v#01-turn#v#18
v,turn%2:38:00::,turn.v.01,turn.v.16,turn%2:35:06::,turn#v#01,turn#v#16,01889339-v,01571163-v,,"change orientation or direction, also in the abstract sense",,shape by rotating on a lathe or cutting device or a wheel,not-merged,turn#v#01-turn#v#16
v,turn%2:38:00::,turn.v.01,turn.v.24,turn%2:33:13::,turn#v#01,turn#v#24,01889339-v,01140908-v,,"change orientation or direction, also in the abstract sense",,direct at someone,not-merged,turn#v#01-turn#v#24
v,turn%2:38:00::,turn.v.01,turn.v.21,turn%2:38:14::,turn#v#01,turn#v#21,01889339-v,01933874-v,,"change orientation or direction, also in the abstract sense",,"channel one's attention, interest, thought, or attention toward or away from something",not-merged,turn#v#01-turn#v#21
v,turn%2:38:00::,turn.v.01,turn.v.06,turn%2:38:06::,turn#v#01,turn#v#06,01889339-v,01934145-v,,"change orientation or direction, also in the abstract sense",,to send or let go,not-merged,turn#v#01-turn#v#06
v,turn%2:38:00::,turn.v.01,turn.v.07,turn%2:38:03::,turn#v#01,turn#v#07,01889339-v,01891893-v,,"change orientation or direction, also in the abstract sense",,pass to the other side of,not-merged,turn#v#01-turn#v#07
v,turn%2:38:00::,turn.v.01,turn.v.09,turn%2:38:01::,turn#v#01,turn#v#09,01889339-v,02070745-v,,"change orientation or direction, also in the abstract sense",,cause to move around a center so as to show another side of,not-merged,turn#v#01-turn#v#09
v,turn%2:38:00::,turn.v.01,turn.v.14,turn%2:35:08::,turn#v#01,turn#v#14,01889339-v,01424032-v,,"change orientation or direction, also in the abstract sense",,let (something) fall or spill a container,not-merged,turn#v#01-turn#v#14
v,turn%2:38:00::,turn.v.01,turn.v.19,turn%2:40:13::,turn#v#01,turn#v#19,01889339-v,02191373-v,,"change orientation or direction, also in the abstract sense",,get by buying and selling,not-merged,turn#v#01-turn#v#19
v,turn%2:38:00::,turn.v.01,turn.v.23,turn%2:35:10::,turn#v#01,turn#v#23,01889339-v,01213832-v,,"change orientation or direction, also in the abstract sense",,alter the functioning or setting of,not-merged,turn#v#01-turn#v#23
v,turn%2:38:00::,turn.v.01,turn.v.26,turn%2:30:14::,turn#v#01,turn#v#26,01889339-v,00245038-v,,"change orientation or direction, also in the abstract sense",,become officially one year older,not-merged,turn#v#01-turn#v#26
v,turn%2:38:04::,turn.v.08,turn.v.20,turn%2:38:13::,turn#v#08,turn#v#20,02077440-v,02071760-v,,move around an axis or a center,,cause to move along an axis or into a new direction,merged,turn#v#08-turn#v#20
v,turn%2:38:04::,turn.v.08,turn.v.05,turn%2:30:03::,turn#v#08,turn#v#05,02077440-v,00123553-v,,move around an axis or a center,,"pass into a condition gradually, take on a specific property or attribute; become",not-merged,turn#v#08-turn#v#05
v,turn%2:38:04::,turn.v.08,turn.v.12,turn%2:30:09::,turn#v#08,turn#v#12,02077440-v,00279119-v,,move around an axis or a center,,change color,not-merged,turn#v#08-turn#v#12
v,turn%2:38:04::,turn.v.08,turn.v.13,turn%2:42:13::,turn#v#08,turn#v#13,02077440-v,02601586-v,,move around an axis or a center,,cause to change or turn into something different;assume new characteristics,not-merged,turn#v#08-turn#v#13
v,turn%2:38:04::,turn.v.08,turn.v.18,turn%2:41:10::,turn#v#08,turn#v#18,02077440-v,02538112-v,,move around an axis or a center,,accomplish by rotating,not-merged,turn#v#08-turn#v#18
v,turn%2:38:04::,turn.v.08,turn.v.16,turn%2:35:06::,turn#v#08,turn#v#16,02077440-v,01571163-v,,move around an axis or a center,,shape by rotating on a lathe or cutting device or a wheel,not-merged,turn#v#08-turn#v#16
v,turn%2:38:04::,turn.v.08,turn.v.24,turn%2:33:13::,turn#v#08,turn#v#24,02077440-v,01140908-v,,move around an axis or a center,,direct at someone,not-merged,turn#v#08-turn#v#24
v,turn%2:38:04::,turn.v.08,turn.v.21,turn%2:38:14::,turn#v#08,turn#v#21,02077440-v,01933874-v,,move around an axis or a center,,"channel one's attention, interest, thought, or attention toward or away from something",not-merged,turn#v#08-turn#v#21
v,turn%2:38:04::,turn.v.08,turn.v.06,turn%2:38:06::,turn#v#08,turn#v#06,02077440-v,01934145-v,,move around an axis or a center,,to send or let go,not-merged,turn#v#08-turn#v#06
v,turn%2:38:04::,turn.v.08,turn.v.07,turn%2:38:03::,turn#v#08,turn#v#07,02077440-v,01891893-v,,move around an axis or a center,,pass to the other side of,not-merged,turn#v#08-turn#v#07
v,turn%2:38:04::,turn.v.08,turn.v.09,turn%2:38:01::,turn#v#08,turn#v#09,02077440-v,02070745-v,,move around an axis or a center,,cause to move around a center so as to show another side of,not-merged,turn#v#08-turn#v#09
v,turn%2:38:04::,turn.v.08,turn.v.14,turn%2:35:08::,turn#v#08,turn#v#14,02077440-v,01424032-v,,move around an axis or a center,,let (something) fall or spill a container,not-merged,turn#v#08-turn#v#14
v,turn%2:38:04::,turn.v.08,turn.v.19,turn%2:40:13::,turn#v#08,turn#v#19,02077440-v,02191373-v,,move around an axis or a center,,get by buying and selling,not-merged,turn#v#08-turn#v#19
v,turn%2:38:04::,turn.v.08,turn.v.23,turn%2:35:10::,turn#v#08,turn#v#23,02077440-v,01213832-v,,move around an axis or a center,,alter the functioning or setting of,not-merged,turn#v#08-turn#v#23
v,turn%2:38:04::,turn.v.08,turn.v.26,turn%2:30:14::,turn#v#08,turn#v#26,02077440-v,00245038-v,,move around an axis or a center,,become officially one year older,not-merged,turn#v#08-turn#v#26
v,turn%2:38:13::,turn.v.20,turn.v.05,turn%2:30:03::,turn#v#20,turn#v#05,02071760-v,00123553-v,,cause to move along an axis or into a new direction,,"pass into a condition gradually, take on a specific property or attribute; become",not-merged,turn#v#20-turn#v#05
v,turn%2:38:13::,turn.v.20,turn.v.12,turn%2:30:09::,turn#v#20,turn#v#12,02071760-v,00279119-v,,cause to move along an axis or into a new direction,,change color,not-merged,turn#v#20-turn#v#12
v,turn%2:38:13::,turn.v.20,turn.v.13,turn%2:42:13::,turn#v#20,turn#v#13,02071760-v,02601586-v,,cause to move along an axis or into a new direction,,cause to change or turn into something different;assume new characteristics,not-merged,turn#v#20-turn#v#13
v,turn%2:38:13::,turn.v.20,turn.v.18,turn%2:41:10::,turn#v#20,turn#v#18,02071760-v,02538112-v,,cause to move along an axis or into a new direction,,accomplish by rotating,not-merged,turn#v#20-turn#v#18
v,turn%2:38:13::,turn.v.20,turn.v.16,turn%2:35:06::,turn#v#20,turn#v#16,02071760-v,01571163-v,,cause to move along an axis or into a new direction,,shape by rotating on a lathe or cutting device or a wheel,not-merged,turn#v#20-turn#v#16
v,turn%2:38:13::,turn.v.20,turn.v.24,turn%2:33:13::,turn#v#20,turn#v#24,02071760-v,01140908-v,,cause to move along an axis or into a new direction,,direct at someone,not-merged,turn#v#20-turn#v#24
v,turn%2:38:13::,turn.v.20,turn.v.21,turn%2:38:14::,turn#v#20,turn#v#21,02071760-v,01933874-v,,cause to move along an axis or into a new direction,,"channel one's attention, interest, thought, or attention toward or away from something",not-merged,turn#v#20-turn#v#21
v,turn%2:38:13::,turn.v.20,turn.v.06,turn%2:38:06::,turn#v#20,turn#v#06,02071760-v,01934145-v,,cause to move along an axis or into a new direction,,to send or let go,not-merged,turn#v#20-turn#v#06
v,turn%2:38:13::,turn.v.20,turn.v.07,turn%2:38:03::,turn#v#20,turn#v#07,02071760-v,01891893-v,,cause to move along an axis or into a new direction,,pass to the other side of,not-merged,turn#v#20-turn#v#07
v,turn%2:38:13::,turn.v.20,turn.v.09,turn%2:38:01::,turn#v#20,turn#v#09,02071760-v,02070745-v,,cause to move along an axis or into a new direction,,cause to move around a center so as to show another side of,not-merged,turn#v#20-turn#v#09
v,turn%2:38:13::,turn.v.20,turn.v.14,turn%2:35:08::,turn#v#20,turn#v#14,02071760-v,01424032-v,,cause to move along an axis or into a new direction,,let (something) fall or spill a container,not-merged,turn#v#20-turn#v#14
v,turn%2:38:13::,turn.v.20,turn.v.19,turn%2:40:13::,turn#v#20,turn#v#19,02071760-v,02191373-v,,cause to move along an axis or into a new direction,,get by buying and selling,not-merged,turn#v#20-turn#v#19
v,turn%2:38:13::,turn.v.20,turn.v.23,turn%2:35:10::,turn#v#20,turn#v#23,02071760-v,01213832-v,,cause to move along an axis or into a new direction,,alter the functioning or setting of,not-merged,turn#v#20-turn#v#23
v,turn%2:38:13::,turn.v.20,turn.v.26,turn%2:30:14::,turn#v#20,turn#v#26,02071760-v,00245038-v,,cause to move along an axis or into a new direction,,become officially one year older,not-merged,turn#v#20-turn#v#26
v,turn%2:30:03::,turn.v.05,turn.v.12,turn%2:30:09::,turn#v#05,turn#v#12,00123553-v,00279119-v,,"pass into a condition gradually, take on a specific property or attribute; become",,change color,merged,turn#v#05-turn#v#12
v,turn%2:30:03::,turn.v.05,turn.v.13,turn%2:42:13::,turn#v#05,turn#v#13,00123553-v,02601586-v,,"pass into a condition gradually, take on a specific property or attribute; become",,cause to change or turn into something different;assume new characteristics,merged,turn#v#05-turn#v#13
v,turn%2:30:03::,turn.v.05,turn.v.18,turn%2:41:10::,turn#v#05,turn#v#18,00123553-v,02538112-v,,"pass into a condition gradually, take on a specific property or attribute; become",,accomplish by rotating,not-merged,turn#v#05-turn#v#18
v,turn%2:30:03::,turn.v.05,turn.v.16,turn%2:35:06::,turn#v#05,turn#v#16,00123553-v,01571163-v,,"pass into a condition gradually, take on a specific property or attribute; become",,shape by rotating on a lathe or cutting device or a wheel,not-merged,turn#v#05-turn#v#16
v,turn%2:30:03::,turn.v.05,turn.v.24,turn%2:33:13::,turn#v#05,turn#v#24,00123553-v,01140908-v,,"pass into a condition gradually, take on a specific property or attribute; become",,direct at someone,not-merged,turn#v#05-turn#v#24
v,turn%2:30:03::,turn.v.05,turn.v.21,turn%2:38:14::,turn#v#05,turn#v#21,00123553-v,01933874-v,,"pass into a condition gradually, take on a specific property or attribute; become",,"channel one's attention, interest, thought, or attention toward or away from something",not-merged,turn#v#05-turn#v#21
v,turn%2:30:03::,turn.v.05,turn.v.06,turn%2:38:06::,turn#v#05,turn#v#06,00123553-v,01934145-v,,"pass into a condition gradually, take on a specific property or attribute; become",,to send or let go,not-merged,turn#v#05-turn#v#06
v,turn%2:30:03::,turn.v.05,turn.v.07,turn%2:38:03::,turn#v#05,turn#v#07,00123553-v,01891893-v,,"pass into a condition gradually, take on a specific property or attribute; become",,pass to the other side of,not-merged,turn#v#05-turn#v#07
v,turn%2:30:03::,turn.v.05,turn.v.09,turn%2:38:01::,turn#v#05,turn#v#09,00123553-v,02070745-v,,"pass into a condition gradually, take on a specific property or attribute; become",,cause to move around a center so as to show another side of,not-merged,turn#v#05-turn#v#09
v,turn%2:30:03::,turn.v.05,turn.v.14,turn%2:35:08::,turn#v#05,turn#v#14,00123553-v,01424032-v,,"pass into a condition gradually, take on a specific property or attribute; become",,let (something) fall or spill a container,not-merged,turn#v#05-turn#v#14
v,turn%2:30:03::,turn.v.05,turn.v.19,turn%2:40:13::,turn#v#05,turn#v#19,00123553-v,02191373-v,,"pass into a condition gradually, take on a specific property or attribute; become",,get by buying and selling,not-merged,turn#v#05-turn#v#19
v,turn%2:30:03::,turn.v.05,turn.v.23,turn%2:35:10::,turn#v#05,turn#v#23,00123553-v,01213832-v,,"pass into a condition gradually, take on a specific property or attribute; become",,alter the functioning or setting of,not-merged,turn#v#05-turn#v#23
v,turn%2:30:03::,turn.v.05,turn.v.26,turn%2:30:14::,turn#v#05,turn#v#26,00123553-v,00245038-v,,"pass into a condition gradually, take on a specific property or attribute; become",,become officially one year older,not-merged,turn#v#05-turn#v#26
v,turn%2:30:09::,turn.v.12,turn.v.13,turn%2:42:13::,turn#v#12,turn#v#13,00279119-v,02601586-v,,change color,,cause to change or turn into something different;assume new characteristics,merged,turn#v#12-turn#v#13
v,turn%2:30:09::,turn.v.12,turn.v.18,turn%2:41:10::,turn#v#12,turn#v#18,00279119-v,02538112-v,,change color,,accomplish by rotating,not-merged,turn#v#12-turn#v#18
v,turn%2:30:09::,turn.v.12,turn.v.16,turn%2:35:06::,turn#v#12,turn#v#16,00279119-v,01571163-v,,change color,,shape by rotating on a lathe or cutting device or a wheel,not-merged,turn#v#12-turn#v#16
v,turn%2:30:09::,turn.v.12,turn.v.24,turn%2:33:13::,turn#v#12,turn#v#24,00279119-v,01140908-v,,change color,,direct at someone,not-merged,turn#v#12-turn#v#24
v,turn%2:30:09::,turn.v.12,turn.v.21,turn%2:38:14::,turn#v#12,turn#v#21,00279119-v,01933874-v,,change color,,"channel one's attention, interest, thought, or attention toward or away from something",not-merged,turn#v#12-turn#v#21
v,turn%2:30:09::,turn.v.12,turn.v.06,turn%2:38:06::,turn#v#12,turn#v#06,00279119-v,01934145-v,,change color,,to send or let go,not-merged,turn#v#12-turn#v#06
v,turn%2:30:09::,turn.v.12,turn.v.07,turn%2:38:03::,turn#v#12,turn#v#07,00279119-v,01891893-v,,change color,,pass to the other side of,not-merged,turn#v#12-turn#v#07
v,turn%2:30:09::,turn.v.12,turn.v.09,turn%2:38:01::,turn#v#12,turn#v#09,00279119-v,02070745-v,,change color,,cause to move around a center so as to show another side of,not-merged,turn#v#12-turn#v#09
v,turn%2:30:09::,turn.v.12,turn.v.14,turn%2:35:08::,turn#v#12,turn#v#14,00279119-v,01424032-v,,change color,,let (something) fall or spill a container,not-merged,turn#v#12-turn#v#14
v,turn%2:30:09::,turn.v.12,turn.v.19,turn%2:40:13::,turn#v#12,turn#v#19,00279119-v,02191373-v,,change color,,get by buying and selling,not-merged,turn#v#12-turn#v#19
v,turn%2:30:09::,turn.v.12,turn.v.23,turn%2:35:10::,turn#v#12,turn#v#23,00279119-v,01213832-v,,change color,,alter the functioning or setting of,not-merged,turn#v#12-turn#v#23
v,turn%2:30:09::,turn.v.12,turn.v.26,turn%2:30:14::,turn#v#12,turn#v#26,00279119-v,00245038-v,,change color,,become officially one year older,not-merged,turn#v#12-turn#v#26
v,turn%2:42:13::,turn.v.13,turn.v.18,turn%2:41:10::,turn#v#13,turn#v#18,02601586-v,02538112-v,,cause to change or turn into something different;assume new characteristics,,accomplish by rotating,not-merged,turn#v#13-turn#v#18
v,turn%2:42:13::,turn.v.13,turn.v.16,turn%2:35:06::,turn#v#13,turn#v#16,02601586-v,01571163-v,,cause to change or turn into something different;assume new characteristics,,shape by rotating on a lathe or cutting device or a wheel,not-merged,turn#v#13-turn#v#16
v,turn%2:42:13::,turn.v.13,turn.v.24,turn%2:33:13::,turn#v#13,turn#v#24,02601586-v,01140908-v,,cause to change or turn into something different;assume new characteristics,,direct at someone,not-merged,turn#v#13-turn#v#24
v,turn%2:42:13::,turn.v.13,turn.v.21,turn%2:38:14::,turn#v#13,turn#v#21,02601586-v,01933874-v,,cause to change or turn into something different;assume new characteristics,,"channel one's attention, interest, thought, or attention toward or away from something",not-merged,turn#v#13-turn#v#21
v,turn%2:42:13::,turn.v.13,turn.v.06,turn%2:38:06::,turn#v#13,turn#v#06,02601586-v,01934145-v,,cause to change or turn into something different;assume new characteristics,,to send or let go,not-merged,turn#v#13-turn#v#06
